-1	1996.0	0.9	0.9
23	2859.125	11415253387.86897	7536492800.368736	1
24	1.0	2.249999999783447	2.249999999639078	50
24	1.0	2.249999999783447	2.249999999639078	27
24	1.0	2.249999999783447	2.249999999639078	50
24	1.0	2.249999999783447	2.249999999639078	57
24	1.0	2.249999999783447	2.249999999639078	60
24	1.0	2.249999999783447	2.249999999639078	39
24	1.0	2.249999999783447	2.249999999639078	48
25	2713.6	21848259180.57644	14425989178.280874	12
25	2713.6	21848259180.57644	14425989178.280874	90
26	2101.8333333333335	5890990122.674075	3889550489.06375	59
26	2101.8333333333335	5890990122.674075	3889550489.06375	17
26	2101.8333333333335	5890990122.674075	3889550489.06375	27
26	2101.8333333333335	5890990122.674075	3889550489.06375	70
26	2101.8333333333335	5890990122.674075	3889550489.06375	18
26	2101.8333333333335	5890990122.674075	3889550489.06375	84
27	2099.5714285714284	8377722378.0810795	5531483803.65078	48
27	2099.5714285714284	8377722378.0810795	5531483803.65078	113
27	2099.5714285714284	8377722378.0810795	5531483803.65078	41
27	2099.5714285714284	8377722378.0810795	5531483803.65078	64
27	2099.5714285714284	8377722378.0810795	5531483803.65078	17
27	2099.5714285714284	8377722378.0810795	5531483803.65078	78
28	2007.625	25728391721.000465	16987743863.897175	86
28	2007.625	25728391721.000465	16987743863.897175	3
28	2007.625	25728391721.000465	16987743863.897175	46
28	2007.625	25728391721.000465	16987743863.897175	35
28	2007.625	25728391721.000465	16987743863.897175	65
29	1907.111111111111	20411939770.143925	13477502010.366049	27
29	1907.111111111111	20411939770.143925	13477502010.366049	63
29	1907.111111111111	20411939770.143925	13477502010.366049	83
29	1907.111111111111	20411939770.143925	13477502010.366049	55
29	1907.111111111111	20411939770.143925	13477502010.366049	51
30	2424.0	3005871300.8949895	1984589545.9028208	54
30	2424.0	3005871300.8949895	1984589545.9028208	64
30	2424.0	3005871300.8949895	1984589545.9028208	53
30	2424.0	3005871300.8949895	1984589545.9028208	74
30	2424.0	3005871300.8949895	1984589545.9028208	23
30	2424.0	3005871300.8949895	1984589545.9028208	23
31	2205.4	14710972035.568186	9712961055.830101	65
31	2205.4	14710972035.568186	9712961055.830101	43
31	2205.4	14710972035.568186	9712961055.830101	47
31	2205.4	14710972035.568186	9712961055.830101	82
31	2205.4	14710972035.568186	9712961055.830101	54
31	2205.4	14710972035.568186	9712961055.830101	62
32	3111.75	29649152000.565666	19575363072.26531	28
32	3111.75	29649152000.565666	19575363072.26531	37
32	3111.75	29649152000.565666	19575363072.26531	72
32	3111.75	29649152000.565666	19575363072.26531	39
32	3111.75	29649152000.565666	19575363072.26531	59
32	3111.75	29649152000.565666	19575363072.26531	66
32	3111.75	29649152000.565666	19575363072.26531	38
32	3111.75	29649152000.565666	19575363072.26531	49
33	2421.7	31341808542.226284	20693323401.51089	63
33	2421.7	31341808542.226284	20693323401.51089	103
33	2421.7	31341808542.226284	20693323401.51089	31
33	2421.7	31341808542.226284	20693323401.51089	32
33	2421.7	31341808542.226284	20693323401.51089	97
33	2421.7	31341808542.226284	20693323401.51089	23
33	2421.7	31341808542.226284	20693323401.51089	59
33	2421.7	31341808542.226284	20693323401.51089	59
33	2421.7	31341808542.226284	20693323401.51089	17
34	2180.375	8855466175.09338	5846704098.221936	20
34	2180.375	8855466175.09338	5846704098.221936	64
34	2180.375	8855466175.09338	5846704098.221936	47
34	2180.375	8855466175.09338	5846704098.221936	50
34	2180.375	8855466175.09338	5846704098.221936	61
35	2290.8571428571427	18900765076.175236	12479464034.257639	42
35	2290.8571428571427	18900765076.175236	12479464034.257639	45
35	2290.8571428571427	18900765076.175236	12479464034.257639	55
35	2290.8571428571427	18900765076.175236	12479464034.257639	61
35	2290.8571428571427	18900765076.175236	12479464034.257639	67
36	1902.0	6630487090.534551	4377869255.510652	51
36	1902.0	6630487090.534551	4377869255.510652	81
36	1902.0	6630487090.534551	4377869255.510652	54
36	1902.0	6630487090.534551	4377869255.510652	8
36	1902.0	6630487090.534551	4377869255.510652	65
36	1902.0	6630487090.534551	4377869255.510652	93
36	1902.0	6630487090.534551	4377869255.510652	47
37	1947.875	42505321095.15446	28064801167.474297	50
37	1947.875	42505321095.15446	28064801167.474297	36
37	1947.875	42505321095.15446	28064801167.474297	95
37	1947.875	42505321095.15446	28064801167.474297	62
37	1947.875	42505321095.15446	28064801167.474297	98
37	1947.875	42505321095.15446	28064801167.474297	1
37	1947.875	42505321095.15446	28064801167.474297	33
37	1947.875	42505321095.15446	28064801167.474297	49
37	1947.875	42505321095.15446	28064801167.474297	14
38	2285.5714285714284	8366542180.285055	5524010261.160984	50
38	2285.5714285714284	8366542180.285055	5524010261.160984	73
38	2285.5714285714284	8366542180.285055	5524010261.160984	26
38	2285.5714285714284	8366542180.285055	5524010261.160984	41
38	2285.5714285714284	8366542180.285055	5524010261.160984	45
38	2285.5714285714284	8366542180.285055	5524010261.160984	8
39	2468.1428571428573	8228967061.803116	5433069159.997424	54
39	2468.1428571428573	8228967061.803116	5433069159.997424	42
39	2468.1428571428573	8228967061.803116	5433069159.997424	41
39	2468.1428571428573	8228967061.803116	5433069159.997424	38
39	2468.1428571428573	8228967061.803116	5433069159.997424	38
39	2468.1428571428573	8228967061.803116	5433069159.997424	30
39	2468.1428571428573	8228967061.803116	5433069159.997424	17
40	2175.0	36313401173.094215	23976905843.45053	37
40	2175.0	36313401173.094215	23976905843.45053	77
40	2175.0	36313401173.094215	23976905843.45053	72
40	2175.0	36313401173.094215	23976905843.45053	70
40	2175.0	36313401173.094215	23976905843.45053	9
40	2175.0	36313401173.094215	23976905843.45053	50
40	2175.0	36313401173.094215	23976905843.45053	55
40	2175.0	36313401173.094215	23976905843.45053	56
40	2175.0	36313401173.094215	23976905843.45053	71
41	2493.4285714285716	9663243420.55698	6380137479.990709	1
41	2493.4285714285716	9663243420.55698	6380137479.990709	47
41	2493.4285714285716	9663243420.55698	6380137479.990709	74
41	2493.4285714285716	9663243420.55698	6380137479.990709	30
41	2493.4285714285716	9663243420.55698	6380137479.990709	23
42	1759.0	7763569320.363019	5125893595.501302	44
42	1759.0	7763569320.363019	5125893595.501302	9
42	1759.0	7763569320.363019	5125893595.501302	116
42	1759.0	7763569320.363019	5125893595.501302	48
42	1759.0	7763569320.363019	5125893595.501302	44
42	1759.0	7763569320.363019	5125893595.501302	1
42	1759.0	7763569320.363019	5125893595.501302	56
42	1759.0	7763569320.363019	5125893595.501302	38
43	3894.3333333333335	52416584776.55386	34609629431.51436	33
43	3894.3333333333335	52416584776.55386	34609629431.51436	49
43	3894.3333333333335	52416584776.55386	34609629431.51436	67
43	3894.3333333333335	52416584776.55386	34609629431.51436	32
43	3894.3333333333335	52416584776.55386	34609629431.51436	69
43	3894.3333333333335	52416584776.55386	34609629431.51436	38
43	3894.3333333333335	52416584776.55386	34609629431.51436	42
43	3894.3333333333335	52416584776.55386	34609629431.51436	28
43	3894.3333333333335	52416584776.55386	34609629431.51436	26
43	3894.3333333333335	52416584776.55386	34609629431.51436	56
43	3894.3333333333335	52416584776.55386	34609629431.51436	47
43	3894.3333333333335	52416584776.55386	34609629431.51436	48
43	3894.3333333333335	52416584776.55386	34609629431.51436	1
43	3894.3333333333335	52416584776.55386	34609629431.51436	1
43	3894.3333333333335	52416584776.55386	34609629431.51436	70
44	2258.8571428571427	11932466848.08025	7878407584.956293	21
44	2258.8571428571427	11932466848.08025	7878407584.956293	35
44	2258.8571428571427	11932466848.08025	7878407584.956293	55
44	2258.8571428571427	11932466848.08025	7878407584.956293	32
44	2258.8571428571427	11932466848.08025	7878407584.956293	55
44	2258.8571428571427	11932466848.08025	7878407584.956293	45
44	2258.8571428571427	11932466848.08025	7878407584.956293	7
45	2874.3	30007240122.082497	19811609121.301094	14
45	2874.3	30007240122.082497	19811609121.301094	50
45	2874.3	30007240122.082497	19811609121.301094	37
45	2874.3	30007240122.082497	19811609121.301094	71
45	2874.3	30007240122.082497	19811609121.301094	60
45	2874.3	30007240122.082497	19811609121.301094	46
45	2874.3	30007240122.082497	19811609121.301094	53
45	2874.3	30007240122.082497	19811609121.301094	67
45	2874.3	30007240122.082497	19811609121.301094	35
46	2515.6	9579075666.943	6324607834.407203	98
46	2515.6	9579075666.943	6324607834.407203	62
46	2515.6	9579075666.943	6324607834.407203	3
47	2337.090909090909	38025623986.80833	25106598846.827915	9
47	2337.090909090909	38025623986.80833	25106598846.827915	54
47	2337.090909090909	38025623986.80833	25106598846.827915	53
47	2337.090909090909	38025623986.80833	25106598846.827915	75
47	2337.090909090909	38025623986.80833	25106598846.827915	49
47	2337.090909090909	38025623986.80833	25106598846.827915	33
47	2337.090909090909	38025623986.80833	25106598846.827915	1
47	2337.090909090909	38025623986.80833	25106598846.827915	59
47	2337.090909090909	38025623986.80833	25106598846.827915	57
48	3610.75	124646393275.87585	82299999431.77924	90
48	3610.75	124646393275.87585	82299999431.77924	19
48	3610.75	124646393275.87585	82299999431.77924	75
48	3610.75	124646393275.87585	82299999431.77924	89
48	3610.75	124646393275.87585	82299999431.77924	22
48	3610.75	124646393275.87585	82299999431.77924	1
48	3610.75	124646393275.87585	82299999431.77924	35
48	3610.75	124646393275.87585	82299999431.77924	1
48	3610.75	124646393275.87585	82299999431.77924	12
48	3610.75	124646393275.87585	82299999431.77924	80
48	3610.75	124646393275.87585	82299999431.77924	1
48	3610.75	124646393275.87585	82299999431.77924	57
48	3610.75	124646393275.87585	82299999431.77924	47
48	3610.75	124646393275.87585	82299999431.77924	31
49	1318.75	9888640531.664703	6529019743.045016	1
49	1318.75	9888640531.664703	6529019743.045016	34
49	1318.75	9888640531.664703	6529019743.045016	13
49	1318.75	9888640531.664703	6529019743.045016	95
49	1318.75	9888640531.664703	6529019743.045016	34
49	1318.75	9888640531.664703	6529019743.045016	39
49	1318.75	9888640531.664703	6529019743.045016	11
49	1318.75	9888640531.664703	6529019743.045016	18
50	2782.2	44003005391.70804	29052592460.533127	31
50	2782.2	44003005391.70804	29052592460.533127	86
50	2782.2	44003005391.70804	29052592460.533127	52
50	2782.2	44003005391.70804	29052592460.533127	28
50	2782.2	44003005391.70804	29052592460.533127	18
50	2782.2	44003005391.70804	29052592460.533127	72
50	2782.2	44003005391.70804	29052592460.533127	64
50	2782.2	44003005391.70804	29052592460.533127	37
50	2782.2	44003005391.70804	29052592460.533127	47
50	2782.2	44003005391.70804	29052592460.533127	12
50	2782.2	44003005391.70804	29052592460.533127	79
51	2229.0	13294646900.30584	8777559517.53118	65
51	2229.0	13294646900.30584	8777559517.53118	83
51	2229.0	13294646900.30584	8777559517.53118	63
51	2229.0	13294646900.30584	8777559517.53118	59
51	2229.0	13294646900.30584	8777559517.53118	43
51	2229.0	13294646900.30584	8777559517.53118	34
51	2229.0	13294646900.30584	8777559517.53118	33
52	2494.125	15016774445.31544	9914390404.675056	65
52	2494.125	15016774445.31544	9914390404.675056	51
52	2494.125	15016774445.31544	9914390404.675056	62
52	2494.125	15016774445.31544	9914390404.675056	80
52	2494.125	15016774445.31544	9914390404.675056	56
52	2494.125	15016774445.31544	9914390404.675056	76
52	2494.125	15016774445.31544	9914390404.675056	102
52	2494.125	15016774445.31544	9914390404.675056	91
52	2494.125	15016774445.31544	9914390404.675056	53
53	4088.3333333333335	18977516243.026577	12529385335.554474	63
53	4088.3333333333335	18977516243.026577	12529385335.554474	51
53	4088.3333333333335	18977516243.026577	12529385335.554474	29
53	4088.3333333333335	18977516243.026577	12529385335.554474	17
53	4088.3333333333335	18977516243.026577	12529385335.554474	34
53	4088.3333333333335	18977516243.026577	12529385335.554474	26
53	4088.3333333333335	18977516243.026577	12529385335.554474	55
53	4088.3333333333335	18977516243.026577	12529385335.554474	102
54	1896.3333333333333	7296993955.792681	4817785456.039156	39
54	1896.3333333333333	7296993955.792681	4817785456.039156	52
54	1896.3333333333333	7296993955.792681	4817785456.039156	72
54	1896.3333333333333	7296993955.792681	4817785456.039156	48
54	1896.3333333333333	7296993955.792681	4817785456.039156	63
54	1896.3333333333333	7296993955.792681	4817785456.039156	32
54	1896.3333333333333	7296993955.792681	4817785456.039156	37
54	1896.3333333333333	7296993955.792681	4817785456.039156	58
55	2814.6923076923076	29022736708.401756	19162469316.305817	47
55	2814.6923076923076	29022736708.401756	19162469316.305817	34
55	2814.6923076923076	29022736708.401756	19162469316.305817	14
55	2814.6923076923076	29022736708.401756	19162469316.305817	45
55	2814.6923076923076	29022736708.401756	19162469316.305817	13
56	2141.8571428571427	41692166705.25341	27528440430.780064	41
56	2141.8571428571427	41692166705.25341	27528440430.780064	71
56	2141.8571428571427	41692166705.25341	27528440430.780064	4
56	2141.8571428571427	41692166705.25341	27528440430.780064	35
56	2141.8571428571427	41692166705.25341	27528440430.780064	50
56	2141.8571428571427	41692166705.25341	27528440430.780064	48
56	2141.8571428571427	41692166705.25341	27528440430.780064	63
56	2141.8571428571427	41692166705.25341	27528440430.780064	94
56	2141.8571428571427	41692166705.25341	27528440430.780064	55
57	2851.875	23731585973.554848	15668980337.46308	1
57	2851.875	23731585973.554848	15668980337.46308	8
57	2851.875	23731585973.554848	15668980337.46308	51
57	2851.875	23731585973.554848	15668980337.46308	77
57	2851.875	23731585973.554848	15668980337.46308	25
57	2851.875	23731585973.554848	15668980337.46308	71
58	2260.8	7882600359.153882	5204435319.806105	9
58	2260.8	7882600359.153882	5204435319.806105	94
58	2260.8	7882600359.153882	5204435319.806105	74
58	2260.8	7882600359.153882	5204435319.806105	89
58	2260.8	7882600359.153882	5204435319.806105	76
58	2260.8	7882600359.153882	5204435319.806105	60
58	2260.8	7882600359.153882	5204435319.806105	69
58	2260.8	7882600359.153882	5204435319.806105	60
59	2413.3333333333335	52262244173.61433	34506892178.89224	80
59	2413.3333333333335	52262244173.61433	34506892178.89224	58
59	2413.3333333333335	52262244173.61433	34506892178.89224	46
59	2413.3333333333335	52262244173.61433	34506892178.89224	32
59	2413.3333333333335	52262244173.61433	34506892178.89224	47
59	2413.3333333333335	52262244173.61433	34506892178.89224	55
59	2413.3333333333335	52262244173.61433	34506892178.89224	27
59	2413.3333333333335	52262244173.61433	34506892178.89224	61
60	2573.222222222222	32155968756.209652	21229066970.29841	10
60	2573.222222222222	32155968756.209652	21229066970.29841	23
60	2573.222222222222	32155968756.209652	21229066970.29841	79
60	2573.222222222222	32155968756.209652	21229066970.29841	70
60	2573.222222222222	32155968756.209652	21229066970.29841	48
60	2573.222222222222	32155968756.209652	21229066970.29841	32
60	2573.222222222222	32155968756.209652	21229066970.29841	87
60	2573.222222222222	32155968756.209652	21229066970.29841	45
60	2573.222222222222	32155968756.209652	21229066970.29841	85
60	2573.222222222222	32155968756.209652	21229066970.29841	65
60	2573.222222222222	32155968756.209652	21229066970.29841	91
61	2205.0	9729736535.167845	6424081174.166499	27
61	2205.0	9729736535.167845	6424081174.166499	57
61	2205.0	9729736535.167845	6424081174.166499	46
61	2205.0	9729736535.167845	6424081174.166499	45
61	2205.0	9729736535.167845	6424081174.166499	104
61	2205.0	9729736535.167845	6424081174.166499	26
62	2676.3333333333335	30385583355.476345	20061148808.29735	5
62	2676.3333333333335	30385583355.476345	20061148808.29735	41
62	2676.3333333333335	30385583355.476345	20061148808.29735	78
62	2676.3333333333335	30385583355.476345	20061148808.29735	33
62	2676.3333333333335	30385583355.476345	20061148808.29735	60
62	2676.3333333333335	30385583355.476345	20061148808.29735	15
62	2676.3333333333335	30385583355.476345	20061148808.29735	3
62	2676.3333333333335	30385583355.476345	20061148808.29735	63
62	2676.3333333333335	30385583355.476345	20061148808.29735	60
62	2676.3333333333335	30385583355.476345	20061148808.29735	55
62	2676.3333333333335	30385583355.476345	20061148808.29735	9
63	2276.2	17408554562.427402	11493808153.211811	51
63	2276.2	17408554562.427402	11493808153.211811	57
63	2276.2	17408554562.427402	11493808153.211811	60
63	2276.2	17408554562.427402	11493808153.211811	40
63	2276.2	17408554562.427402	11493808153.211811	52
64	2980.375	13950200691.048094	9210254755.77446	34
64	2980.375	13950200691.048094	9210254755.77446	75
64	2980.375	13950200691.048094	9210254755.77446	1
64	2980.375	13950200691.048094	9210254755.77446	29
64	2980.375	13950200691.048094	9210254755.77446	10
65	2235.769230769231	24387211269.668053	16101196134.817444	51
65	2235.769230769231	24387211269.668053	16101196134.817444	44
65	2235.769230769231	24387211269.668053	16101196134.817444	64
65	2235.769230769231	24387211269.668053	16101196134.817444	72
65	2235.769230769231	24387211269.668053	16101196134.817444	42
65	2235.769230769231	24387211269.668053	16101196134.817444	63
65	2235.769230769231	24387211269.668053	16101196134.817444	64
65	2235.769230769231	24387211269.668053	16101196134.817444	62
65	2235.769230769231	24387211269.668053	16101196134.817444	45
66	3218.25	4027074326.8362103	2658784641.3202157	87
66	3218.25	4027074326.8362103	2658784641.3202157	29
66	3218.25	4027074326.8362103	2658784641.3202157	33
67	3066.0	47409990199.09594	31303762507.718254	57
67	3066.0	47409990199.09594	31303762507.718254	20
67	3066.0	47409990199.09594	31303762507.718254	60
67	3066.0	47409990199.09594	31303762507.718254	48
67	3066.0	47409990199.09594	31303762507.718254	33
67	3066.0	47409990199.09594	31303762507.718254	44
67	3066.0	47409990199.09594	31303762507.718254	100
68	2402.0	116375507.46299204	76835854.55745505	47
68	2402.0	116375507.46299204	76835854.55745505	64
68	2402.0	116375507.46299204	76835854.55745505	56
68	2402.0	116375507.46299204	76835854.55745505	88
68	2402.0	116375507.46299204	76835854.55745505	62
69	1470.5	4055122874.6046643	2677499564.865669	7
69	1470.5	4055122874.6046643	2677499564.865669	62
69	1470.5	4055122874.6046643	2677499564.865669	33
69	1470.5	4055122874.6046643	2677499564.865669	59
69	1470.5	4055122874.6046643	2677499564.865669	65
69	1470.5	4055122874.6046643	2677499564.865669	38
69	1470.5	4055122874.6046643	2677499564.865669	83
69	1470.5	4055122874.6046643	2677499564.865669	76
69	1470.5	4055122874.6046643	2677499564.865669	30
69	1470.5	4055122874.6046643	2677499564.865669	83
70	1971.5	7553039622.548047	4986863576.599589	66
70	1971.5	7553039622.548047	4986863576.599589	72
70	1971.5	7553039622.548047	4986863576.599589	35
70	1971.5	7553039622.548047	4986863576.599589	50
71	3463.5714285714284	19398674245.838203	12808210432.733252	35
71	3463.5714285714284	19398674245.838203	12808210432.733252	32
71	3463.5714285714284	19398674245.838203	12808210432.733252	59
71	3463.5714285714284	19398674245.838203	12808210432.733252	39
71	3463.5714285714284	19398674245.838203	12808210432.733252	61
72	2592.1	13479036115.122152	8899395322.160608	90
72	2592.1	13479036115.122152	8899395322.160608	61
72	2592.1	13479036115.122152	8899395322.160608	19
72	2592.1	13479036115.122152	8899395322.160608	64
73	2285.5	1676316841.556195	1106743775.153509	1
73	2285.5	1676316841.556195	1106743775.153509	66
73	2285.5	1676316841.556195	1106743775.153509	26
73	2285.5	1676316841.556195	1106743775.153509	46
73	2285.5	1676316841.556195	1106743775.153509	70
73	2285.5	1676316841.556195	1106743775.153509	98
73	2285.5	1676316841.556195	1106743775.153509	39
73	2285.5	1676316841.556195	1106743775.153509	29
73	2285.5	1676316841.556195	1106743775.153509	27
74	3006.0	3719037739.8482385	2455397289.874504	89
74	3006.0	3719037739.8482385	2455397289.874504	73
74	3006.0	3719037739.8482385	2455397289.874504	9
74	3006.0	3719037739.8482385	2455397289.874504	52
75	1505.1666666666667	7628926480.800283	5037081973.135144	28
75	1505.1666666666667	7628926480.800283	5037081973.135144	71
75	1505.1666666666667	7628926480.800283	5037081973.135144	65
76	1854.0	5230618923.753538	3453488786.6889453	53
76	1854.0	5230618923.753538	3453488786.6889453	16
76	1854.0	5230618923.753538	3453488786.6889453	29
76	1854.0	5230618923.753538	3453488786.6889453	51
76	1854.0	5230618923.753538	3453488786.6889453	52
76	1854.0	5230618923.753538	3453488786.6889453	8
76	1854.0	5230618923.753538	3453488786.6889453	83
77	2104.1666666666665	18939142476.393883	12505114538.809431	45
77	2104.1666666666665	18939142476.393883	12505114538.809431	25
78	3469.0	3762629255.2183747	2484156080.4950237	60
78	3469.0	3762629255.2183747	2484156080.4950237	74
79	2083.0	4855233436.525546	3205422561.6356373	74
79	2083.0	4855233436.525546	3205422561.6356373	57
79	2083.0	4855233436.525546	3205422561.6356373	59
79	2083.0	4855233436.525546	3205422561.6356373	32
80	2633.6666666666665	11580161695.413626	7645928803.819255	23
80	2633.6666666666665	11580161695.413626	7645928803.819255	31
81	4651.0	1598112721.101002	1055166564.7574147	73
81	4651.0	1598112721.101002	1055166564.7574147	58
81	4651.0	1598112721.101002	1055166564.7574147	102
81	4651.0	1598112721.101002	1055166564.7574147	70
81	4651.0	1598112721.101002	1055166564.7574147	28
81	4651.0	1598112721.101002	1055166564.7574147	54
82	3433.0	1853857757.1179616	1224005489.394065	68
82	3433.0	1853857757.1179616	1224005489.394065	85
82	3433.0	1853857757.1179616	1224005489.394065	23
83	2323.8333333333335	4420153415.19368	2918445665.9812913	88
83	2323.8333333333335	4420153415.19368	2918445665.9812913	71
83	2323.8333333333335	4420153415.19368	2918445665.9812913	65
84	2119.0	15862737528.035948	10473892558.776724	36
84	2119.0	15862737528.035948	10473892558.776724	29
84	2119.0	15862737528.035948	10473892558.776724	65
85	3865.0	3832436534.9312673	2530054343.289212	65
85	3865.0	3832436534.9312673	2530054343.289212	44
85	3865.0	3832436534.9312673	2530054343.289212	30
86	3447.5	8126847887.73168	5365736883.167288	72
86	3447.5	8126847887.73168	5365736883.167288	47
86	3447.5	8126847887.73168	5365736883.167288	55
86	3447.5	8126847887.73168	5365736883.167288	66
87	4264.333333333333	5295205438.542422	3495856122.945204	58
87	4264.333333333333	5295205438.542422	3495856122.945204	75
88	3016.0	527816850.27370083	348492728.71783143	52
88	3016.0	527816850.27370083	348492728.71783143	59
88	3016.0	527816850.27370083	348492728.71783143	72
88	3016.0	527816850.27370083	348492728.71783143	27
88	3016.0	527816850.27370083	348492728.71783143	37
89	3414.8	35029602157.967964	23129286927.681114	15
89	3414.8	35029602157.967964	23129286927.681114	16
89	3414.8	35029602157.967964	23129286927.681114	76
90	1887.6666666666667	6199741737.159264	4093490107.3641033	39
91	3158.6666666666665	4454284488.874838	2940691667.4066305	50
92	1.0	1.125	1.125	72
92	1.0	1.125	1.125	41
92	1.0	1.125	1.125	48
93	2501.0	1071456458.4239435	707422318.1007931	82
93	2501.0	1071456458.4239435	707422318.1007931	90
94	3458.5	5611760441.825445	3705295720.9463754	30
94	3458.5	5611760441.825445	3705295720.9463754	28
95	3804.0	7884690451.059237	5205945249.217469	96
95	3804.0	7884690451.059237	5205945249.217469	29
96	2865.0	419806095.0965567	277179464.83411354	1
96	2865.0	419806095.0965567	277179464.83411354	33
97	4800.0	4101579565.9680223	2708026940.3431745	34
98	3275.5	30390743425.00016	20066353477.287857	67
98	3275.5	30390743425.00016	20066353477.287857	65
98	3275.5	30390743425.00016	20066353477.287857	44
99	1.0	0.9	0.9	31
100	4529.0	4624094599.642857	3053195502.154309	53
101	1.0	0.9	0.9	36
102	1996.0	1976554655.6855378	1304933818.7817385
103	4988.0	4262224765.599853	2814091328.8046994
104	4783.0	1491995096.4770312	985084626.5012106	38
104	4783.0	1491995096.4770312	985084626.5012106	43
105	1.0	0.9	0.9	83
106	1.0	1.0	1.0	48
106	1.0	1.0	1.0	72
112	1.0	0.9	0.9	43
113	3049.0	803282703.6374198	530373768.3945072
114	1.0	0.9	0.9	77
116	3786.0	1103276473.4735038	728432198.8016918
119	1.0	0.9	0.9	29
139	1.0	0.9	0.9	48
